,postcode,lat,long,ageph_mean,ageph_median,ageph_std,bm_mean,bm_median,bm_std,power_mean,power_median,power_std,agec_mean,agec_median,agec_std,coverage_TPL_prop,coverage_TPL+_prop,sex_female_prop,fuel_diesel_prop,use_private_prop,fleet_0_prop,nclaims,expo,postcode_2
24,1330,50.7128207,4.516194515,48.24363636363636,46.0,14.509835119523347,3.709090909090909,2.0,4.141972833271528,55.378181818181815,54.0,19.97979536830952,6.541818181818182,6.0,3.5843684816264316,0.3890909090909091,0.33090909090909093,0.4036363636363636,0.19272727272727272,0.9309090909090909,0.9454545454545454,35,230.273972605,13
25,1340,50.6720755,4.55538599,46.32915360501568,43.0,14.55335432940934,3.774294670846395,1.0,4.407593938646159,56.68652037617555,54.0,19.899642236095186,7.047021943573668,7.0,4.114820074796059,0.45141065830721006,0.31347962382445144,0.3103448275862069,0.28213166144200624,0.9310344827586207,0.9780564263322884,33,258.731506848,13
26,1350,50.69050791,4.951412556,46.38211382113821,44.0,14.290040281008311,3.2195121951219514,1.0,4.029677986902769,51.61788617886179,47.0,15.501200548536712,7.4471544715447155,7.0,4.606131430455657,0.6341463414634146,0.21138211382113822,0.3983739837398374,0.34146341463414637,0.943089430894309,0.967479674796748,11,104.224657536,13
27,1357,50.74887683,4.970812695,45.82857142857143,40.0,15.806710626829863,3.857142857142857,4.0,4.393463441113783,60.05714285714286,55.0,17.068965400162153,4.914285714285715,4.0,2.893922928477258,0.5142857142857142,0.2857142857142857,0.17142857142857143,0.37142857142857144,0.9428571428571428,0.9714285714285714,4,27.761643836,13
28,1360,50.6347987,4.77817846,44.50837988826816,42.0,14.396616610592996,3.636871508379888,2.0,3.922992328470685,54.486033519553075,53.0,16.779253355480673,6.156424581005586,6.0,3.4848146596306453,0.4022346368715084,0.3687150837988827,0.3128491620111732,0.43575418994413406,0.9608938547486033,0.9553072625698324,24,164.720547945,13
29,1367,50.65740485,4.874194588,46.36904761904762,45.0,14.621143101278593,3.9166666666666665,2.5,3.9915825086918573,51.666666666666664,50.0,12.626548177372232,6.7976190476190474,6.0,3.5762933018472682,0.5238095238095238,0.30952380952380953,0.39285714285714285,0.44047619047619047,0.9523809523809523,0.9404761904761905,7,76.55890411,13
30,1370,50.72911413,4.848698546,45.66949152542373,44.0,14.454951347678678,3.6610169491525424,1.0,4.2058122680112655,55.0,52.0,16.080647811657123,6.694915254237288,6.0,4.067533048319407,0.4957627118644068,0.3135593220338983,0.288135593220339,0.3813559322033898,0.961864406779661,0.9364406779661016,31,202.564383563,13
31,1380,50.6829058,4.450103682,45.82710280373832,45.0,12.289275985301282,3.7476635514018692,3.0,3.8701784067863594,64.08411214953271,63.0,26.33019705409648,6.481308411214953,6.0,3.662668691267974,0.397196261682243,0.3411214953271028,0.40186915887850466,0.3037383177570093,0.8878504672897196,0.9813084112149533,27,176.10958904,13
32,1390,50.74892715,4.676163433,47.375,45.0,14.615305089430837,3.4545454545454546,1.0,4.203152805513203,60.19318181818182,53.0,26.169276622807885,6.579545454545454,6.0,3.7818259865054324,0.5113636363636364,0.25,0.3465909090909091,0.26704545454545453,0.9147727272727273,0.9545454545454546,19,150.994520551,13
33,1400,50.59206325,4.312482016,47.00941619585687,46.0,14.649551021455494,3.9623352165725048,2.0,4.530243590504226,58.067796610169495,55.0,19.83838281420849,6.661016949152542,6.0,4.455859625436934,0.423728813559322,0.3747645951035782,0.263653483992467,0.2806026365348399,0.943502824858757,0.9566854990583804,70,454.257534252,14
34,1410,50.7105409,4.391853136,48.043564356435645,48.0,14.276815592443283,4.243564356435644,2.0,4.536676284968989,59.71089108910891,55.0,22.088736540202564,6.908910891089109,6.0,4.2607962547142195,0.4495049504950495,0.33861386138613864,0.3306930693069307,0.2099009900990099,0.9227722772277228,0.9702970297029703,75,408.890410956,14
35,1420,50.69253137,4.34681695,47.31307793923382,47.0,14.40103981623865,3.402906208718626,1.0,4.157309112395465,58.236459709379126,55.0,18.58886399698596,6.624834874504623,6.0,3.954010271608879,0.39233817701453105,0.42668428005284015,0.3157199471598415,0.25891677675033026,0.9458388375165125,0.952443857331572,90,652.591780818,14
36,1430,50.67188088,4.118312559,43.30451127819549,41.0,13.712731253820111,3.9473684210526314,2.0,4.103042202172716,55.18421052631579,51.0,17.982378553211014,6.894736842105263,6.5,4.046453201927864,0.49624060150375937,0.35714285714285715,0.30451127819548873,0.33458646616541354,0.9586466165413534,0.9774436090225563,34,232.747945204,14
37,1435,50.63769124,4.61156357,45.38775510204081,41.0,14.45621376979337,2.826530612244898,1.0,3.376771807401177,54.0,51.0,16.33350866025543,6.346938775510204,6.0,3.871923895947174,0.3877551020408163,0.37755102040816324,0.336734693877551,0.32653061224489793,0.9387755102040817,0.9795918367346939,12,81.726027395,14
38,1440,50.67986071,4.272536877,47.16465863453815,46.0,15.191286896259035,3.5180722891566263,2.0,3.8979774918553933,57.24497991967871,55.0,19.52191244276498,6.9397590361445785,6.0,4.501834924076823,0.4497991967871486,0.3815261044176707,0.21686746987951808,0.2891566265060241,0.9718875502008032,0.963855421686747,27,211.400000002,14
39,1450,50.58985689,4.61165817,46.862385321100916,47.0,13.11167693452436,3.128440366972477,1.0,3.86365044578884,58.825688073394495,55.0,18.726513209240927,5.853211009174312,6.0,3.571558659831645,0.3302752293577982,0.44036697247706424,0.29357798165137616,0.3577981651376147,0.9357798165137615,0.963302752293578,11,97.079452058,14
40,1457,50.63172089,4.685788346,44.732394366197184,43.0,12.861856949333198,3.915492957746479,2.0,4.380953838975642,54.436619718309856,51.0,17.813103037905385,6.267605633802817,6.0,3.876514437624431,0.5352112676056338,0.2676056338028169,0.28169014084507044,0.4084507042253521,0.8873239436619719,0.971830985915493,5,62.049315069,14
41,1460,50.64122987,4.236543667,46.16216216216216,45.5,12.93418928406839,2.8445945945945947,1.0,3.7970859536347485,56.736486486486484,55.0,18.151427104737287,7.121621621621622,6.0,4.36109173968839,0.47297297297297297,0.3783783783783784,0.27702702702702703,0.2635135135135135,0.9459459459459459,0.9864864864864865,13,134.260273971,14
42,1470,50.60743391,4.480490445,46.37696335078534,46.0,14.15308384449043,4.0785340314136125,2.0,4.425893896942591,56.246073298429316,55.0,19.092769994917166,6.455497382198953,6.0,3.6687669861517938,0.5549738219895288,0.25654450261780104,0.225130890052356,0.3298429319371728,0.9109947643979057,0.9738219895287958,19,156.191780822,14
43,1480,50.69062577,4.178547235,46.28649835345774,45.0,14.468542000322882,3.4270032930845225,1.0,4.036222763512002,55.73655323819978,54.0,17.796739199324012,7.2316136114160265,7.0,3.9956197896305206,0.5203073545554336,0.3600439077936334,0.2601536772777168,0.283205268935236,0.9714599341383096,0.973655323819978,129,827.065753419,14
44,1490,50.62695115,4.550959671,45.7421875,43.0,13.728667686159788,3.5859375,1.0,4.402088523205973,56.3671875,53.5,19.569328039091555,7.2734375,7.0,4.450453119901495,0.4921875,0.3671875,0.328125,0.2890625,0.9609375,0.96875,14,101.347945205,14
45,1495,50.56308221,4.514931171,45.35227272727273,45.0,12.91956635515275,3.7613636363636362,1.5,4.406473985741092,54.92613636363637,54.0,16.970232723840258,6.284090909090909,6.0,3.827565772166396,0.42613636363636365,0.36363636363636365,0.35795454545454547,0.3352272727272727,0.9431818181818182,0.9488636363636364,27,144.205479453,14
46,1500,50.73097696,4.228827266,46.83582089552239,45.5,15.574706473747838,3.3781094527363185,1.0,3.9782849984807966,57.93283582089552,55.0,17.810948646512035,6.925373134328358,7.0,3.9478398380137096,0.5049751243781094,0.3034825870646766,0.2736318407960199,0.2935323383084577,0.9502487562189055,0.9203980099502488,50,348.884931506,15
47,1540,50.72978534,4.040294124,47.59375,44.5,16.65305992188537,3.859375,2.0,4.464559515413214,54.859375,51.0,17.67597884629316,6.828125,6.0,4.002200535578412,0.5,0.328125,0.296875,0.421875,0.90625,0.921875,5,58.991780821,15
48,1547,50.7112326,3.920528321,44.6,44.0,11.390785749894519,4.52,3.0,4.682591874877274,54.72,55.0,15.878496990164614,7.04,7.0,3.7802116342871597,0.44,0.44,0.28,0.56,0.96,0.92,3,20.44109589,15
49,1560,50.76159374,4.439011246,46.857142857142854,47.0,12.796999326529317,3.419642857142857,1.0,4.0372999470303,63.30357142857143,58.5,25.148868219376645,6.401785714285714,5.5,4.012278051291455,0.42857142857142855,0.25,0.32142857142857145,0.30357142857142855,0.9285714285714286,0.9642857142857143,6,90.717808216,15
50,1570,50.75335885,3.976244548,43.28,42.0,10.659938354150354,2.82,1.0,3.836931171695231,57.48,54.0,21.464959580579652,8.14,8.0,4.0808662545782,0.62,0.24,0.26,0.5,0.94,0.96,5,45.953424658,15
51,1600,50.78132189,4.231206206,45.787965616045845,44.0,14.122036812122833,3.2779369627507164,1.0,4.088124135840038,57.825214899713465,55.0,19.542639654885342,7.017191977077364,7.0,3.906190506907887,0.4584527220630373,0.3638968481375358,0.2979942693409742,0.2636103151862464,0.9512893982808023,0.9255014326647565,31,298.364383563,16
52,1620,50.79473481,4.296375471,48.03174603174603,44.0,13.898210901300944,4.26984126984127,4.0,4.044934503263147,57.492063492063494,55.0,20.884376793680484,6.984126984126984,7.0,4.03809306437063,0.3492063492063492,0.42857142857142855,0.23809523809523808,0.1746031746031746,0.9523809523809523,0.9365079365079365,5,52.399999999,16
53,1630,50.76831912,4.333950179,47.114285714285714,45.5,14.856358475870223,3.9571428571428573,2.0,4.547449402275147,59.51428571428571,55.0,19.70414718147092,6.585714285714285,6.0,3.35136942437469,0.4,0.4142857142857143,0.35714285714285715,0.2571428571428571,0.9142857142857143,0.9,15,60.345205481,16
54,1640,50.74496438,4.361534338,48.63636363636363,50.0,13.437113402718253,3.644628099173554,2.0,4.11929878440782,64.95867768595042,63.5,24.285609247072465,6.066115702479339,6.0,3.6558043139066037,0.38016528925619836,0.30578512396694213,0.29338842975206614,0.19421487603305784,0.9090909090909091,0.9256198347107438,33,199.599999996,16
55,1650,50.7670771,4.300957578,47.30538922155689,45.0,14.145198391529874,3.407185628742515,1.0,4.043540340092455,59.044910179640716,55.0,19.168787688932746,6.661676646706587,6.0,4.254222230916429,0.4431137724550898,0.36227544910179643,0.31137724550898205,0.2215568862275449,0.9251497005988024,0.9580838323353293,46,285.909589039,16
56,1670,50.74273564,4.126723379,47.96666666666667,45.0,10.377307249336239,3.066666666666667,1.0,3.9821440536936654,60.63333333333333,55.0,20.945715277969075,8.1,8.5,3.6421857779881726,0.5666666666666667,0.3,0.36666666666666664,0.3,0.9666666666666667,0.9333333333333333,3,26.323287672,16
57,1700,50.85943592,4.22762023,47.63768115942029,46.0,13.905218085649523,3.497584541062802,1.0,4.058142081526035,60.80434782608695,55.0,21.112930076181435,6.446859903381642,6.0,3.8186273784418847,0.39855072463768115,0.3864734299516908,0.3140096618357488,0.2560386473429952,0.9251207729468599,0.9227053140096618,55,358.783561641,17
58,1730,50.91136834,4.189066391,46.223880597014926,44.0,14.660739533070302,3.390547263681592,1.0,4.064223838628818,59.49004975124378,55.0,19.962837056369626,7.1318407960199,7.0,3.848765853885149,0.4900497512437811,0.3805970149253731,0.2935323383084577,0.2736318407960199,0.9502487562189055,0.9502487562189055,44,348.753424655,17
59,1740,50.87355145,4.168184384,44.833333333333336,42.0,13.73114401615149,3.2298850574712645,1.0,4.1061103471830425,57.60344827586207,54.0,19.344106050880555,7.471264367816092,7.0,4.223082950405573,0.6724137931034483,0.1724137931034483,0.29310344827586204,0.28735632183908044,0.9597701149425287,0.9195402298850575,23,155.893150683,17
60,1745,50.9629957,4.168674745,45.146341463414636,43.0,12.716395513073907,3.1707317073170733,1.0,3.7999508705361453,52.3780487804878,50.5,13.739768578479906,7.317073170731708,7.0,3.8614206071977004,0.5609756097560976,0.23170731707317074,0.2804878048780488,0.45121951219512196,0.8780487804878049,0.975609756097561,14,73.789041097,17
61,1750,50.813609,4.151949433,42.96341463414634,41.0,11.969555126433125,2.902439024390244,1.0,3.7138704182955005,61.84146341463415,55.0,22.43975171634565,7.012195121951219,7.0,4.065798032424844,0.5365853658536586,0.21951219512195122,0.2073170731707317,0.36585365853658536,0.9390243902439024,0.9634146341463414,10,71.232876712,17
62,1755,50.7814426,4.083739232,48.31325301204819,46.0,14.08764179996016,3.216867469879518,1.0,3.951067138255443,57.31325301204819,55.0,16.487931810461358,6.698795180722891,7.0,3.7047594298614346,0.6024096385542169,0.14457831325301204,0.20481927710843373,0.40963855421686746,0.9518072289156626,0.963855421686747,14,73.320547946,17
63,1760,50.8351162,4.078671253,41.175438596491226,40.0,11.02776173219458,3.3859649122807016,2.0,3.769020268512914,59.19298245614035,55.0,21.053875276547096,5.614035087719298,5.0,3.75002088548904,0.49122807017543857,0.2807017543859649,0.2982456140350877,0.40350877192982454,0.8947368421052632,0.9649122807017544,5,43.460273972,17
64,1770,50.86626434,4.082079017,44.75182481751825,42.0,14.659257776481075,3.240875912408759,1.0,4.175428029212827,55.96350364963504,55.0,16.257762290456863,6.554744525547445,6.0,4.19719743335324,0.7007299270072993,0.13138686131386862,0.24087591240875914,0.3795620437956204,0.9635036496350365,0.8978102189781022,12,117.413698631,17
65,1780,50.91011453,4.297607106,48.240437158469945,47.0,13.966880126470015,3.540983606557377,2.0,4.161204009348987,63.131147540983605,55.0,23.605835148783004,6.51912568306011,6.0,4.630099244248389,0.36065573770491804,0.36065573770491804,0.3333333333333333,0.22950819672131148,0.9453551912568307,0.9344262295081968,22,155.586301371,17
66,1785,50.9518247,4.235619046,41.08641975308642,39.0,11.884020290777231,3.9876543209876543,1.0,4.267592492144997,53.44444444444444,54.0,16.806992592370595,7.283950617283951,7.0,3.7457795180083493,0.6049382716049383,0.2345679012345679,0.3333333333333333,0.2839506172839506,0.9629629629629629,0.9753086419753086,10,69.306849314,17
67,1790,50.90465322,4.103789544,45.90769230769231,44.0,13.599159888464923,2.576923076923077,0.5,3.6490741835618725,55.23076923076923,53.0,17.68524916882392,7.753846153846154,8.0,4.101543552253419,0.7153846153846154,0.19230769230769232,0.26153846153846155,0.3769230769230769,0.9461538461538461,0.9846153846153847,17,116.616438356,17
68,1800,50.9306576,4.42199155,48.553376906318086,46.0,15.354654469702622,3.014161220043573,1.0,3.869013425927895,57.56535947712418,55.0,18.047483064497644,7.449891067538126,7.0,3.897989721682885,0.5751633986928104,0.2995642701525055,0.2549019607843137,0.22113289760348584,0.9760348583877996,0.9684095860566448,109,824.476712318,18
69,1820,50.92161018,4.487407378,46.83937823834197,46.0,13.971328663065625,2.7461139896373057,1.0,3.718310257958404,61.78238341968912,55.0,22.77732563405379,6.8549222797927465,7.0,3.9698983403192796,0.5699481865284974,0.25906735751295334,0.29533678756476683,0.29533678756476683,0.9533678756476683,0.9740932642487047,17,164.868493148,18
70,1830,50.91196857,4.431391902,47.24038461538461,45.0,14.725504636781663,3.485576923076923,1.0,4.19682231455514,59.74519230769231,55.0,19.786480427107488,6.298076923076923,6.0,3.2715426717362948,0.49038461538461536,0.3269230769230769,0.2644230769230769,0.16826923076923078,0.9903846153846154,0.9855769230769231,22,183.739726027,18
71,1840,51.01127181,4.264827042,43.670103092783506,41.0,14.100621772257462,3.051546391752577,1.0,3.4712243697908027,57.04123711340206,55.0,19.56395363383745,6.824742268041237,6.0,4.018214542550663,0.5876288659793815,0.25773195876288657,0.3711340206185567,0.3917525773195876,0.9072164948453608,0.9587628865979382,10,85.849315069,18
72,1850,50.94111683,4.373051723,46.77220077220077,45.0,14.455769911535025,3.527027027027027,1.0,4.122195810609795,57.41698841698842,55.0,19.641562261918985,6.772200772200772,6.0,4.238334699774289,0.4498069498069498,0.3436293436293436,0.33783783783783783,0.2625482625482625,0.9305019305019305,0.9768339768339769,72,447.65479452,18
73,1860,50.94446326,4.313469594,44.7720207253886,44.0,12.57352727292153,3.5854922279792745,1.0,4.025206631755031,59.51813471502591,55.0,20.00549228343534,6.227979274611399,6.0,3.652887636227202,0.44041450777202074,0.31088082901554404,0.3316062176165803,0.3005181347150259,0.9481865284974094,0.9585492227979274,15,156.126027399,18
74,1880,51.00414191,4.342948997,40.6078431372549,38.0,11.643158388294045,3.2745098039215685,1.0,4.450071601098341,56.35294117647059,54.0,18.956606794900573,8.156862745098039,8.0,3.330901073401057,0.6274509803921569,0.2549019607843137,0.21568627450980393,0.19607843137254902,0.9411764705882353,0.9803921568627451,12,47.210958903,18
75,1910,50.94185138,4.548869617,45.82170542635659,44.0,12.542708048655138,2.813953488372093,1.0,3.8563410480752056,58.883720930232556,55.0,19.457336303988573,6.689922480620155,6.0,3.829977255179695,0.49612403100775193,0.32558139534883723,0.2868217054263566,0.3643410852713178,0.9612403100775194,0.9922480620155039,13,111.953424657,19
76,1930,50.88338849,4.475063611,45.994949494949495,45.0,13.199730520742746,3.292929292929293,1.0,4.00569853641136,61.398989898989896,57.0,21.06788062226056,6.709595959595959,6.0,4.03829878185455,0.4393939393939394,0.36363636363636365,0.33080808080808083,0.24494949494949494,0.9621212121212122,0.9595959595959596,58,337.868493148,19
77,1950,50.84568357,4.459763877,47.83888888888889,48.0,13.589415816076208,3.4166666666666665,1.0,4.218706677824326,61.00555555555555,55.0,22.63790691072327,6.527777777777778,6.0,4.7241570505868635,0.39444444444444443,0.37777777777777777,0.3388888888888889,0.2111111111111111,0.9388888888888889,0.9722222222222222,22,143.408219177,19
78,1970,50.84353946,4.480881159,46.456647398843934,45.0,12.93339935698559,3.76878612716763,1.0,4.321896281892283,60.03468208092485,55.0,22.82616204886177,6.421965317919075,6.0,4.0707382707019635,0.4161849710982659,0.30057803468208094,0.3699421965317919,0.24855491329479767,0.9595375722543352,0.9884393063583815,21,141.123287671,19
79,1980,50.97940033,4.421783025,47.09473684210526,46.0,13.475304560573841,2.4357894736842107,1.0,3.417747049196886,57.99578947368421,55.0,19.974878293115676,7.111578947368421,7.0,3.6828620989744074,0.5957894736842105,0.26105263157894737,0.27789473684210525,0.28210526315789475,0.9368421052631579,0.9852631578947368,42,429.638356166,19
80,2000,51.21604237,4.387146436,49.19083315485115,48.0,14.640749143681944,3.185907046476762,1.0,3.935116239812373,58.63311201542086,55.0,21.060164564072444,7.525808524309274,7.0,4.25343603409625,0.5720711073034911,0.2805739987149283,0.2801456414649818,0.23902334547012208,0.9582351681302206,0.967016491754123,638,4142.663013694,20
81,2070,51.22532553,4.311353668,47.65833333333333,45.0,14.463629661487403,2.8,1.0,3.784133358110748,56.55416666666667,52.5,18.92081006976063,7.2875,7.0,3.9680536527112347,0.5791666666666667,0.2625,0.225,0.32916666666666666,0.9625,0.975,32,214.501369861,20
82,2110,51.23006029,4.505322797,48.5,46.0,15.008858143936534,3.0,1.0,3.5471507553264012,58.2375,55.0,21.190064396172183,7.775,7.5,3.8053094153873284,0.6125,0.275,0.2,0.2625,0.9375,1.0,11,68.495890411,21
83,2150,51.1919321,4.475767832,45.86764705882353,43.0,13.33378267216711,2.823529411764706,1.0,3.835279415078011,59.50735294117647,55.0,22.24076881282706,6.8088235294117645,6.0,4.240046655722261,0.47794117647058826,0.3161764705882353,0.25,0.25735294117647056,0.9558823529411765,0.9852941176470589,20,116.838356164,21
84,2160,51.20706039,4.507249421,45.21084337349398,42.0,13.393263906616982,3.0,1.0,3.6415115076855185,58.08433734939759,54.5,19.548667981764467,7.548192771084337,7.0,4.214775207227853,0.6265060240963856,0.21686746987951808,0.35542168674698793,0.3855421686746988,0.9518072289156626,0.9759036144578314,20,143.632876713,21
85,2200,51.16432595,4.815740343,47.52772073921971,45.0,13.665114016742681,2.217659137577002,1.0,3.05872836329841,55.17043121149897,53.0,17.888017819225162,8.119096509240247,8.0,4.294002996443431,0.7535934291581109,0.1437371663244353,0.20123203285420946,0.38193018480492813,0.9609856262833676,0.9691991786447639,44,446.200000001,22
